ContractPVCName,ResidenceBuildingTypeCode,MonthlyDeviceNumber,TotalOctetReceived,TotalOctetTransmitted,Gender,ReAgreementYesNo,TransferYesNo,WifiSubscriptionYesNo,SalesSmallYesNo,InternetCount,WingsCount,MaxServiceAfscrbPassoverPeriod,MinAgreementExpirationRemainingMonthCount,MaxGeneralConsultationCount,MaxQualityConsultationCount,MaxTermConsultationCount,MaxSaleConsultationCount,MaxFeeConsultationCount,MaxEtcConsultationCount,InternetProductName,AgeGroup,iptv_yn
16,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,1,1,0,1,0.8227362047323793,-0.1839178886561949,1.679962588032816,-0.7481566910164584,0,0,0,0,0,0,4,7,0
13,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,0.23446440680128955,-0.7481566910164584,0,0,0,0,0,0,0,4,1
8,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,0.6681138611707474,-0.7481566910164584,0,0,0,0,0,0,0,6,1
1,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.4722235929119011,-0.7481566910164584,0,0,0,0,0,0,0,4,1
2,1,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,1,0,1,0.8227362047323793,-0.1839178886561949,1.5996571335199532,-0.7481566910164584,0,0,0,0,0,0,2,4,0
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.03857413854244319,-0.7481566910164584,0,0,0,0,0,0,0,4,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,1,1,0,0,0.8227362047323793,-0.1839178886561949,-0.13494068395787828,-0.3238588485917945,0,0,0,0,0,0,2,3,1
1,1,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.13494068395787828,-0.7481566910164584,0,0,0,0,0,0,0,6,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,0.5878084066578849,-0.7481566910164584,0,0,0,0,0,0,0,5,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.19918504756816832,-0.7481566910164584,0,0,0,0,0,0,0,5,1
5,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.42404032020418353,-0.7481566910164584,0,0,0,0,0,0,0,5,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.6488955928401987,-0.3238588485917945,0,0,0,0,0,0,0,5,1
